gene;model
Q96T58;F11
Q96T58;F13
Q96T58;F5
Q96T58;F6
Q96TA1;F1
Q99271;F1
Q99385;F1
Q99590;F1
Q99700;F1
Q99708;F1
Q99941;F1
Q99996;F6
Q99996;F5
Q99996;F4
Q99996;F9
Q99J25;F1
Q99KC8;F1
Q99KZ6;F1
Q99ME3;F1
Q99MS7;F1
Q99MZ3;F1
Q99N23;F1
Q99NH0;F1
Q99PP2;F1
Q99PP7;F1
Q99PU7;F1
Q9AV47;F1
Q9AY27;F1
Q9BI62;F1
Q9BUH8;F1
Q9BV73;F1
Q9BVL2;F1
Q9BX84;F1
Q9BXM0;F1
Q9BXT5;F3
Q9BXX3;F1
Q9BY89;F1
Q9BYK8;F1
Q9BYP7;F1
Q9BYW2;F1
Q9BZE1;F1
Q9C099;F1
Q9C0D0;F1
Q9C0D2;F1
Q9C0Y4;F1
Q9C6K3;F1
Q9C8B6;F1
Q9CQL2;F1
Q9CR92;F1
Q9CS74;F1
Q9CU65;F1
Q9CW46;F1
Q9CXH7;F1
Q9CXK9;F1
Q9CXP9;F1
Q9D075;F1
Q9D0G0;F1
Q9D0U1;F1
Q9D219;F1
Q9D2E2;F1
Q9D6N1;F1
Q9D7Z6;F1
Q9D824;F1
Q9D8U7;F1
Q9DB00;F1
Q9DBR0;F1
Q9DC22;F1
Q9DCB4;F1
Q9EPQ0;F1
Q9EPQ8;F1
Q9EQR4;F1
Q9ERQ8;F1
Q9ERZ0;F1
Q9ES02;F1
Q9ESK9;F1
Q9ET54;F1
Q9FF91;F1
Q9FFF2;F1
Q9FFU2;F1
Q9FG72;F1
Q9FGI9;F1
Q9FGN7;F1
Q9FGR1;F1
Q9FH18;F1
Q9FHE5;F1
Q9FHY8;F1
Q9FJD1;F1
Q9FJD2;F1
Q9FKN5;F1
Q9FKP1;F1
Q9FKP2;F1
Q9FKZ6;F1
Q9FLQ7;F1
Q9FM57;F1
Q9FM71;F1
Q9FM99;F1
Q9FMD5;F1
Q9FME8;F1
Q9FNQ1;F1
Q9FTU1;F1
Q9FUY2;F1
Q9FWA5;F1
Q9FWS1;F1
Q9FWX9;F1
Q9FYE3;F1
Q9FZH9;F1
Q9H074;F1
Q9H089;F1
Q9H195;F1
Q9H2Y7;F1
Q9H347;F1
Q9H4A3;F1
Q9H4G0;F1
Q9H6X5;F1
Q9H7C4;F1
Q9H7P9;F1
Q9H8X9;F1
Q9HBB8;F1
Q9HBJ7;F1
Q9HC36;F1
Q9HC58;F1
Q9HC84;F12
Q9HC84;F16
Q9HC84;F21
Q9HCE6;F1
Q9I7S6;F1
Q9I9E1;F1
Q9I9E8;F1
Q9JI03;F1
Q9JI71;F1
Q9JIB3;F1
Q9JIB6;F1
Q9JIM3;F1
Q9JIR1;F1
Q9JIS7;F1
Q9JJ28;F1
Q9JJ89;F1
Q9JJS0;F1
Q9JKC9;F1
Q9JL04;F1
Q9JL19;F1
Q9JLA3;F1
Q9JM99;F1
Q9LEU5;F1
Q9LEY4;F1
Q9LFE4;F1
Q9LFN5;F1
Q9LFQ6;F1
Q9LFZ8;F1
Q9LGU6;F1
Q9LH98;F1
Q9LIE8;F1
Q9LIH5;F1
Q9LJD8;F1
Q9LJI2;F1
Q9LJN1;F1
Q9LL45;F1
Q9LM78;F1
Q9LRR6;F1
Q9LSH4;F1
Q9LSM5;F1
Q9LSN1;F1
Q9LTT9;F1
Q9LTX1;F1
Q9LUN2;F1
Q9LUT2;F1
Q9LX14;F1
Q9LXB4;F1
Q9LXE4;F1
Q9LXX3;F1
Q9LY06;F1
Q9LYH0;F1
Q9LZX9;F1
Q9M086;F1
Q9M097;F1
Q9M1J8;F1
Q9M2F9;F1
Q9M353;F1
Q9MA75;F1
Q9MAJ1;F1
Q9MAQ7;F1
Q9N4G4;F1
Q9N5N9;F1
Q9NA76;F1
Q9NAL4;F1
Q9NES7;F1
Q9NHE5;F1
Q9NK54;F1
Q9NP92;F1
Q9NQV7;F1
Q9NQV8;F1
Q9NR48;F4
Q9NR48;F2
Q9NR48;F1
Q9NR99;F8
Q9NR99;F5
Q9NRL3;F1
Q9NS85;F1
Q9NS87;F1
Q9NSI6;F1
Q9NVC6;F1
Q9NWQ4;F1
Q9NY46;F1
Q9NYQ7;F10
Q9NYQ8;F15
Q9NYQ8;F7
Q9NYU1;F1
Q9NYU2;F1
Q9NZ56;F1
Q9NZM4;F1
Q9NZP6;F1
Q9P1Y6;F1
Q9P267;F1
Q9P281;F1
Q9P2F6;F1
Q9P2P1;F1
Q9P2P6;F14
Q9P2P6;F11
Q9P2P6;F16
Q9P2P6;F3
Q9P2Y4;F1
Q9P376;F1
Q9P6S0;F1
Q9P7A0;F1
Q9P7B3;F1
Q9P7Q7;F1
Q9PVF5;F1
Q9QUK4;F1
Q9QUM0;F1
Q9QWF0;F1
Q9QWK5;F1
Q9QX15;F1
Q9QX47;F1
Q9QXN0;F1
Q9QY06;F1
Q9QYE3;F1
Q9QYE5;F1
Q9QZA0;F1
Q9QZH6;F1
Q9R016;F1
Q9R080;F1
Q9R0I7;F1
Q9R117;F1
Q9R187;F1
Q9SAF6;F1
Q9SB51;F1
Q9SB63;F1
Q9SBX4;F1
Q9SGH2;F1
Q9SHV7;F1
Q9SHY2;F1
Q9SJG8;F1
Q9SJL7;F1
Q9SJL8;F1
Q9SKB7;F1
Q9SNQ6;F1
Q9SR71;F1
Q9SRD9;F1
Q9SU98;F1
Q9SUA4;F1
Q9SV54;F1
Q9SW80;F1
Q9SYG9;F1
Q9SYJ8;F1
Q9T095;F1
Q9TXQ1;F1
Q9TYK4;F1
Q9U0G6;F1
Q9U0K0;F1
Q9U1H0;F1
Q9U1K1;F1
Q9U263;F1
Q9U2C2;F1
Q9U2J0;F1
Q9U384;F1
Q9U4G5;F1
Q9U6A0;F1
Q9U7D5;F1
Q9UFB7;F1
Q9UGR2;F1
Q9UHK0;F1
Q9UI36;F1
Q9UI40;F1
Q9UIG0;F1
Q9UJ04;F1
Q9UJK0;F1
Q9UJU5;F1
Q9UKI9;F1
Q9UKJ3;F1
Q9UKK3;F1
Q9UKN1;F7
Q9UKN1;F2
Q9UKN1;F16
Q9UKN1;F5
Q9UKN1;F15
Q9UKN1;F20
Q9UKN1;F4
Q9UKN1;F10
Q9UKN1;F8
Q9UKN1;F6
Q9UKN1;F12
Q9UKN1;F9
Q9UKN1;F18
Q9UKN1;F13
Q9UKN1;F21
Q9UKN7;F10
Q9UKN7;F9
Q9UKP4;F1
Q9ULD9;F1
Q9ULH0;F1
Q9ULH7;F1
Q9ULL0;F1
Q9ULL5;F1
Q9ULX7;F1
Q9UMN6;F1
Q9UNY5;F1
Q9UPA5;F10
Q9UPA5;F11
Q9UPA5;F1
Q9UPA5;F3
Q9UPA5;F7
Q9UPA5;F5
Q9UPA5;F12
Q9UPQ9;F1
Q9UPR5;F1
Q9UPR6;F1
Q9UPS6;F1
Q9UQC9;F1
Q9URX4;F1
Q9US49;F1
Q9USW1;F1
Q9UTB8;F1
Q9UTS5;F1
Q9UUB6;F1
Q9V414;F1
Q9V481;F1
Q9V727;F1
Q9V9S7;F1
Q9V9U3;F1
Q9V9Y6;F1
Q9V9Y8;F1
Q9VA45;F1
Q9VAL1;F1
Q9VAS9;F1
Q9VAW5;F1
Q9VB76;F1
Q9VBC8;F1
Q9VBD0;F1
Q9VBD2;F1
Q9VBD3;F1
Q9VBD4;F1
Q9VBD5;F1
Q9VBD6;F1
Q9VBD7;F1
Q9VBD9;F1
Q9VBE0;F1
Q9VBE1;F1
Q9VBE2;F1
Q9VBJ3;F1
Q9VBX3;F1
Q9VBX7;F1
Q9VC64;F1
Q9VC96;F1
Q9VCD1;F1
Q9VCH1;F1
Q9VCH5;F1
Q9VCM2;F1
Q9VCT7;F1
Q9VD22;F1
Q9VD47;F1
Q9VDP7;F1
Q9VDQ3;F1
Q9VE06;F1
Q9VE07;F1
Q9VE13;F1
Q9VE23;F1
Q9VE54;F1
Q9VE59;F1
Q9VEF1;F1
Q9VEJ1;F1
Q9VET9;F1
Q9VF13;F1
Q9VFA0;F1
Q9VFP2;F1
Q9VFU7;F1
Q9VG45;F1
Q9VGB2;F1
Q9VGD3;F1
Q9VGE4;F1
Q9VGH7;F1
Q9VGL0;F1
Q9VGW9;F1
Q9VH26;F1
Q9VH63;F1
Q9VHD1;F1
Q9VHP9;F1
Q9VI85;F1
Q9VID9;F1
Q9VIK7;F1
Q9VIR9;F1
Q9VIS1;F1
Q9VJ30;F1
Q9VJ35;F1
Q9VJ82;F1
Q9VJE5;F1
Q9VJN5;F1
Q9VK42;F1
Q9VKQ7;F1
Q9VKR8;F1
Q9VL03;F1
Q9VL32;F1
Q9VLJ5;F1
Q9VLS7;F1
Q9VMC8;F1
Q9VMD0;F1
Q9VMF3;F1
Q9VMP2;F1
Q9VMV5;F1
Q9VMZ5;F1
Q9VMZ6;F1
Q9VN12;F1
Q9VN28;F1
Q9VN82;F1
Q9VND2;F1
Q9VNE0;F1
Q9VP16;F1
Q9VPG1;F1
Q9VPP2;F1
Q9VPP9;F1
Q9VPR5;F1
Q9VQ58;F1
Q9VQH9;F1
Q9VQI9;F1
Q9VQK0;F1
Q9VQK5;F1
Q9VQM0;F1
Q9VQS0;F1
Q9VR24;F1
Q9VR56;F1
Q9VR64;F1
Q9VRM6;F1
Q9VS29;F1
Q9VSC9;F1
Q9VSW5;F1
Q9VSZ3;F1
Q9VT00;F1
Q9VTE2;F1
Q9VTU8;F1
Q9VUB1;F1
Q9VUB7;F1
Q9VUE8;F1
Q9VUG6;F1
Q9VUK7;F1
Q9VUN0;F1
Q9VUQ9;F1
Q9VUS0;F1
Q9VVC6;F1
Q9VVG2;F1
Q9VW14;F1
Q9VW15;F1
Q9VW27;F1
Q9VW47;F1
Q9VW83;F1
Q9VW85;F1
Q9VWB0;F1
Q9VWC0;F1
Q9VWF2;F1
Q9VWH1;F1
Q9VWH5;F1
Q9VWP5;F1
Q9VXC2;F1
Q9VXE6;F1
Q9VXJ5;F1
Q9VXP3;F1
Q9VXS2;F1
Q9VXX6;F1
Q9VY72;F1
Q9VY77;F1
Q9VY99;F1
Q9VYD1;F1
Q9VYI8;F1
Q9VYK6;F1
Q9VYP5;F1
Q9VYQ3;F1
Q9VYS3;F1
Q9VYX0;F1
Q9VZ79;F1
Q9VZ85;F1
Q9VZE0;F1
Q9VZT9;F1
Q9VZU5;F1
Q9W032;F1
Q9W064;F1
Q9W0C9;F1
Q9W0D3;F1
Q9W1A9;F1
Q9W1N8;F1
Q9W238;F1
Q9W244;F1
Q9W2E1;F1
Q9W2Q2;F1
Q9W2R0;F1
Q9W2U7;F1
Q9W316;F1
Q9W363;F1
Q9W3B2;F1
Q9W3C6;F1
Q9W3F4;F1
Q9W3F7;F1
Q9W3G1;F1
Q9W3M7;F1
Q9W3P7;F1
Q9W436;F1
Q9W451;F1
Q9W474;F1
Q9W4E8;F1
Q9W4J1;F1
Q9W4J5;F1
Q9W4M4;F1
Q9W4M7;F1
Q9W4P4;F1
Q9W4T4;F1
Q9WTL3;F1
Q9WTQ5;F1
Q9WTU0;F1
Q9WU42;F1
Q9WUJ3;F1
Q9WUP7;F1
Q9WV30;F1
Q9WV48;F1
Q9WVR3;F1
Q9WVT6;F1
Q9XIE0;F1
Q9XUD9;F1
Q9XUS2;F1
Q9XVS4;F1
Q9XVV7;F1
Q9XW58;F1
Q9XW75;F1
Q9XWI0;F1
Q9XWY8;F1
Q9XX15;F1
Q9XZ61;F1
Q9Y1T2;F1
Q9Y2D0;F1
Q9Y2D5;F1
Q9Y2G4;F1
Q9Y2R2;F1
Q9Y2X9;F1
Q9Y3S1;F1
Q9Y4A8;F1
Q9Y4D8;F7
Q9Y4G8;F1
Q9Y520;F3
Q9Y520;F5
Q9Y520;F7
Q9Y520;F2
Q9Y5F6;F1
Q9Y5K5;F1
Q9Y5V3;F1
Q9Y608;F1
Q9Y6A5;F1
Q9Y6H5;F1
Q9Y6V0;F4
Q9Y6V0;F5
Q9Y6V0;F1
Q9Y6V0;F9
Q9Y6V0;F19
Q9Y6V0;F16
Q9Y6V0;F7
Q9Y6V0;F13
Q9Y6V0;F12
Q9Y7Y1;F1
Q9Z0R7;F1
Q9Z0X4;F1
Q9Z0Y8;F1
Q9Z1K7;F1
Q9Z1N3;F1
Q9Z1S0;F1
Q9Z1Z1;F1
Q9Z301;F1
Q9ZWJ9;F1
R4GDY8;F1
R4GE71;F1
S4R1L6;F1
S4R2P9;F1
U3JA35;F1
U3JAE4;F1
U3JAH0;F1
U3JAU2;F1
U4PAZ9;F1
W6RTL3;F1
X1WBK2;F1
X1WBP4;F1
X1WCD0;F1
X1WCJ5;F1
X1WCN7;F1
X1WCV8;F1
X1WDK1;F1
X1WDQ3;F1
X1WE43;F1
X1WEM6;F1
X1WEN0;F1
X1WES7;F1
X1WF50;F1
X1WFD0;F1
X1WFM6;F1
X1WG32;F1
X1WG57;F1
X1WGI4;F1
X1WGY3;F1
X1WHI8;F1
X1WHS9;F1
X2JBD0;F1
X2JD14;F1
X2JEI9;F1
X2JF48;F1
X2JGK1;F1
X5M5N0;F1
X5M5W2;F1
